broken,carcase,distance,drive_unit,fuel,model,power,price,transmission,volume,year
True,купе,300000,задний,бензин, BMW 3 серия,200,360000,MT,2.8,1992
True,внедорожник,78000,полный,дизель, BMW X1,177,880000,AT,2.0,2011
True,седан,87000,полный,бензин, BMW 5 серия,245,1240000,AT,2.0,2012
True,седан,300000,задний,бензин, BMW 5 серия,192,170000,AT,2.5,2001
True,седан,180000,задний,бензин, BMW 5 серия,156,510000,AT,2.0,2009
True,седан,198000,задний,бензин, BMW 5 серия,218,485000,AT,2.5,2006
True,хетчбэк,15000,задний,бензин, BMW 1 серия,136,999000,AT,1.5,2017
True,внедорожник,380000,полный,дизель, BMW X5,230,680000,AT,3.0,2004
True,хетчбэк,45000,задний,бензин, BMW 1 серия,320,1520000,MT,3.0,2013
True,внедорожник,190344,полный,бензин, BMW X5,231,499000,AT,3.0,2003
True,седан,168000,передний,бензин, BMW 3 серия,129,480000,AT,1.8,2007
True,купе,56000,задний,бензин, BMW M3,420,2590000,MT,4.0,2013
True,седан,87000,полный,бензин, BMW 3 серия,245,1100000,AT,2.0,2012
True,седан,87000,задний,бензин, BMW 3 серия,156,845000,AT,2.0,2012
True,внедорожник,94000,полный,бензин, BMW X5,355,1045000,AT,4.8,2007
True,купе,1000,задний,дизель, BMW 4 серия,190,2675000,AT,2.0,2017
True,седан,119000,задний,бензин, BMW 5 серия,184,1435000,AT,2.0,2013
True,седан,24600,задний,бензин, BMW 3 серия,136,1380000,AT,1.5,2016
True,седан,265000,задний,дизель, BMW 5 серия,197,950000,AT,3.0,2008
True,внедорожник,234000,полный,дизель, BMW X5,235,1060000,AT,3.0,2008
True,внедорожник,82000,полный,дизель, BMW X1,184,998000,AT,2.0,2013
True,внедорожник,71000,полный,дизель, BMW X3,184,1149000,MT,2.0,2011
True,внедорожник,248381,полный,бензин, BMW X3,225,479000,AT,3.0,2004
True,хетчбэк,92000,задний,бензин, BMW 1 серия,136,680000,AT,1.6,2012
True,седан,240000,задний,бензин, BMW 5 серия,231,400000,AT,3.0,2003
True,внедорожник,136000,полный,бензин, BMW X5 M,555,1390000,AT,4.4,2009
True,хетчбэк,119000,задний,бензин, BMW 1 серия,136,570000,AT,1.6,2011
True,хетчбэк,122000,полный,бензин, BMW X5,306,1350000,AT,3.5,2011
True,хетчбэк,116000,задний,бензин, BMW 1 серия,170,799000,AT,1.8,2012
True,купе,83000,задний,бензин, BMW 2 серия,184,1149000,AT,2.0,2014
True,седан,350000,задний,бензин, BMW 5 серия,192,380000,MT,2.5,2002
True,седан,393000,задний,бензин, BMW 5 серия,150,90000,MT,2.0,1992
True,внедорожник,12500,полный,бензин, BMW X3,184,1690000,AT,2.0,2013
True,седан,98000,задний,бензин, BMW 5 серия,245,1149000,AT,2.0,2012
True,седан,180000,полный,бензин, BMW X5,6,350000,AT,3.0,2005
True,купе,170000,полный,бензин, BMW 3 серия,218,690000,AT,2.5,2009
True,седан,73998,полный,бензин, BMW 7 серия,407,1600000,AT,5.0,2010
True,седан,400000,задний,бензин, BMW 5 серия,150,200000,MT,2.0,1998
True,седан,50000,задний,бензин, BMW 3 серия,306,1900000,AT,3.0,2012
True,универсал,163000,передний,дизель, BMW X3,177,700000,AT,2.0,2009
True,седан,258000,задний,бензин, BMW 5 серия,173,210000,AT,2.3,2000
True,седан,224100,задний,бензин, BMW 5 серия,204,850000,AT,2.5,2011
True,седан,181000,задний,бензин, BMW 5 серия,258,950000,AT,3.0,2010
True,седан,108000,задний,бензин, BMW 3 серия,157,670000,AT,2.0,2009
True,седан,191000,задний,бензин, BMW 7 серия,333,500000,AT,4.4,2002
True,седан,270000,задний,бензин, BMW 5 серия,170,250000,AT,2.5,2000
True,внедорожник,107000,полный,дизель, BMW X1,177,1150000,AT,2.0,2012
True,внедорожник,70000,полный,бензин, BMW X6,306,1199900,AT,3.0,2009
True,внедорожник,71000,полный,дизель, BMW X3,184,1205000,AT,2.0,2013
True,седан,215000,полный,бензин, BMW 3 серия,218,470000,AT,2.5,2006
True,седан,2150,полный,бензин, BMW 5 серия,218,660000,AT,3.0,2007
True,седан,49600,полный,дизель, BMW 5 серия,258,2450000,AT,3.0,2016
True,седан,295000,задний,бензин, BMW 3 серия,118,190000,MT,1.9,2000
True,внедорожник,119000,полный,дизель, BMW X5,218,2888888,AT,3.0,2016
True,седан,150000,задний,бензин, BMW 3 серия,193,260000,AT,2.8,1999
True,внедорожник,102000,полный,дизель, BMW X3,184,1370000,AT,2.0,2014
True,внедорожник,28000,полный,бензин, BMW X5,306,1999000,AT,3.0,2013
True,внедорожник,314000,полный,бензин, BMW X5,231,430000,AT,3.0,2002
True,кабриолет,121000,задний,бензин, BMW 3 серия,156,895000,AT,2.0,2010
True,внедорожник,105000,полный,дизель, BMW X1,177,790000,AT,2.0,2010
True,седан,240000,задний,бензин, BMW 3 серия,170,300000,AT,2.2,2003
True,внедорожник,163740,полный,бензин, BMW X3,245,1199000,AT,2.0,2013
True,внедорожник,180000,полный,бензин, BMW X5,272,880000,AT,3.0,2007
True,внедорожник,249000,полный,бензин, BMW X3,240,990000,AT,3.0,2011
True,внедорожник,113000,полный,бензин, BMW X6,306,1340000,AT,3.0,2011
True,седан,36000,задний,дизель, BMW 5 серия,190,1797000,AT,2.0,2015
True,седан,350000,задний,бензин, BMW 3 серия,113,70000,MT,1.8,1992
True,купе,230000,задний,бензин, BMW 3 серия,105,140000,MT,1.9,1999
True,седан,1723,полный,бензин, BMW 5 серия,462,5600000,AT,4.4,2017
True,хетчбэк,26000,задний,бензин, BMW 1 серия,136,790000,AT,1.6,2013
True,седан,61000,задний,бензин, BMW 3 серия,136,1099999,AT,1.8,2016
True,седан,99000,полный,бензин, BMW 5 серия,245,1620000,AT,2.0,2014
True,седан,370000,задний,бензин, BMW 3 серия,143,450000,MT,2.5,1994
True,хетчбэк,99000,задний,бензин, BMW 1 серия,140,699000,AT,1.6,2012
True,купе,250000,задний,бензин, BMW 3 серия,230,160000,MT,2.8,1999
True,седан,125000,задний,бензин, BMW 5 серия,184,1025000,AT,2.0,2012
True,хетчбэк,88000,задний,бензин, BMW 1 серия,136,689000,AT,1.6,2012
True,седан,170000,полный,бензин, BMW 5 серия,274,780000,AT,3.0,2007
True,внедорожник,150000,полный,бензин, BMW X3,218,749000,AT,2.5,2010
True,хетчбэк,92000,задний,бензин, BMW 5 серия GT,407,1200000,AT,4.4,2009
True,внедорожник,88000,полный,бензин, BMW X3,306,1099000,AT,3.0,2011
True,купе,78000,полный,бензин, BMW 3 серия,218,749900,AT,2.5,2008
True,внедорожник,74000,полный,дизель, BMW X6,381,4000000,AT,3.0,2015
True,хетчбэк,115000,полный,бензин, BMW 5 серия GT,306,1269000,AT,3.0,2011
True,универсал,81000,полный,бензин, BMW X6 M,555,1650000,AT,4.4,2010
True,седан,68000,задний,бензин, BMW 3 серия,136,1050000,AT,1.6,2013
True,хетчбэк,90000,задний,бензин, BMW 1 серия,136,410000,AT,1.6,2013
True,седан,225000,задний,бензин, BMW 5 серия,190,680000,AT,2.3,2007
True,седан,110700,задний,дизель, BMW 5 серия,204,1150000,AT,3.0,2011
True,внедорожник,151000,полный,бензин, BMW X5,272,849000,AT,3.0,2008
True,хетчбэк,132171,задний,бензин, BMW 1 серия,115,447000,AT,1.6,2008
True,внедорожник,23513,полный,бензин, BMW X4,184,2500000,AT,2.0,2017
True,внедорожник,170000,полный,бензин, BMW X3,218,640000,AT,2.5,2007
True,внедорожник,252000,полный,бензин, BMW X5,231,500000,AT,3.0,2004
True,внедорожник,180000,полный,бензин, BMW X3,272,600000,AT,3.0,2007
True,седан,250000,задний,бензин, BMW 5 серия,170,170000,MT,2.5,1994
True,универсал,111111,полный,дизель, BMW X1,204,950000,AT,2.3,2011
True,внедорожник,160000,полный,бензин, BMW X5,360,790000,AT,4.8,2007
True,седан,290000,задний,бензин, BMW 5 серия,170,250000,MT,2.2,2001
True,хетчбэк,82700,задний,бензин, BMW 1 серия,136,675000,AT,1.6,2012
True,седан,155000,полный,бензин, BMW 7 серия,407,949000,AT,4.4,2010
True,седан,158000,задний,бензин, BMW 3 серия,218,550000,AT,2.5,2007
True,внедорожник,100000,полный,бензин, BMW X5,306,1149000,AT,3.0,2011
True,седан,190000,задний,бензин, BMW 5 серия,218,430000,AT,2.5,2006
True,седан,150000,задний,бензин, BMW 3 серия,150,465000,AT,2.0,2007
True,внедорожник,109800,полный,дизель, BMW X1,177,775000,AT,2.0,2010
True,внедорожник,275000,полный,бензин, BMW X5,225,600000,AT,3.0,2004
True,седан,240000,задний,бензин, BMW 5 серия,150,189000,MT,2.0,1992
True,седан,104000,задний,дизель, BMW 5 серия,184,1100000,AT,2.0,2012
True,седан,47000,полный,бензин, BMW 3 серия,218,799000,AT,2.5,2009
True,седан,107000,задний,дизель, BMW 7 серия,245,1199000,AT,3.0,2010
True,внедорожник,143000,полный,бензин, BMW X3,218,730000,AT,2.5,2008
True,седан,166000,задний,бензин, BMW 3 серия,156,539000,AT,2.0,2008
True,внедорожник,65000,полный,дизель, BMW X5,245,1875000,AT,3.0,2013
True,седан,159000,задний,бензин, BMW 5 серия,306,1080000,AT,3.5,2010
True,седан,41700,задний,бензин, BMW 3 серия,156,699000,AT,2.0,2010
True,купе,23000,полный,дизель, BMW 6 серия,313,2800000,AT,3.0,2014
True,купе,210000,задний,бензин, BMW 6 серия,258,680000,AT,3.0,2005
True,хетчбэк,75000,полный,бензин, BMW X5,272,1300000,AT,3.0,2010
True,седан,129000,полный,бензин, BMW 7 серия,407,799000,AT,4.4,2010
True,внедорожник,157000,полный,бензин, BMW X5,320,580000,AT,4.4,2004
True,внедорожник,76000,полный,бензин, BMW X3,245,1700000,AT,2.0,2013
True,седан,151000,задний,бензин, BMW 3 серия,218,645000,AT,2.5,2008
True,купе,157000,задний,бензин, BMW 3 серия,231,460000,MT,3.0,2001
True,универсал,275000,задний,бензин, BMW 5 серия,170,50000,AT,2.0,2002
True,хетчбэк,86500,задний,бензин, BMW 1 серия,156,530000,AT,2.0,2008
True,седан,123000,полный,дизель, BMW 5 серия,218,1190000,AT,2.0,2011
True,седан,333333,задний,дизель, BMW 5 серия,163,165000,MT,2.5,2001
True,купе,245000,задний,бензин, BMW 3 серия,231,599000,AT,3.0,2004
True,седан,330000,передний,бензин, BMW 5 серия,170,239000,MT,2.5,1999
True,универсал,222310,полный,бензин, BMW X5,225,470000,AT,3.0,2002
True,внедорожник,82000,полный,бензин, BMW X6,306,1850000,AT,3.0,2013
True,внедорожник,250000,полный,дизель, BMW X5,286,900000,AT,3.0,2008
True,седан,270000,задний,бензин, BMW 5 серия,150,200000,AT,2.0,1988
True,седан,114000,задний,бензин, BMW 3 серия,157,719999,AT,2.0,2011
True,внедорожник,163422,полный,дизель, BMW X6,235,1199000,AT,3.0,2008
True,хетчбэк,1000000,задний,бензин, BMW 7 серия,188,15000,AT,3.0,1994
True,универсал,120000,задний,бензин, BMW X1,150,790000,AT,2.0,2012
True,внедорожник,135000,полный,бензин, BMW X6 M,555,2500000,AT,4.5,2011
True,хетчбэк,160000,задний,бензин, BMW 1 серия,115,480000,AT,1.6,2008
True,седан,340000,задний,бензин, BMW 5 серия,192,430000,MT,2.5,2001
True,внедорожник,202000,полный,бензин, BMW X5,347,555000,AT,4.6,2003
True,хетчбэк,150000,полный,бензин, BMW X3,218,800000,AT,2.5,2009
True,седан,129000,задний,бензин, BMW 7 серия,445,750000,AT,6.0,2006
True,хетчбэк,123700,задний,бензин, BMW 1 серия,116,525000,AT,1.6,2010
True,седан,200000,задний,бензин, BMW 7 серия,211,200000,AT,2.9,1992
True,седан,250000,задний,бензин, BMW 3 серия,150,199999,MT,2.0,2000
True,внедорожник,181691,полный,дизель, BMW X5,235,1050000,AT,3.0,2009
True,седан,111550,задний,бензин, BMW 7 серия,407,825000,AT,4.4,2010
True,седан,54186,полный,дизель, BMW 7 серия,320,4250000,AT,3.0,2016
True,купе,105000,задний,бензин, BMW 3 серия,156,600000,AT,2.0,2008
True,хетчбэк,110000,задний,дизель, BMW 1 серия,177,539000,AT,2.0,2008
True,седан,86000,полный,бензин, BMW 3 серия,184,1155000,AT,2.0,2013
True,седан,146000,задний,бензин, BMW 5 серия,204,949000,AT,2.5,2011
True,хетчбэк,134000,задний,бензин, BMW 1 серия,115,435000,AT,1.6,2008
True,внедорожник,64222,полный,бензин, BMW X1,184,859000,AT,2.0,2013
True,седан,71000,полный,дизель, BMW 5 серия,258,1349000,AT,3.0,2011
True,седан,116000,задний,дизель, BMW 3 серия,184,980000,AT,2.0,2012
True,хетчбэк,96000,задний,бензин, BMW 1 серия,116,540000,AT,1.6,2011
True,внедорожник,176000,полный,бензин, BMW X5 M,554,1100000,AT,4.4,2009
True,седан,300000,задний,бензин, BMW 3 серия,101,90000,MT,1.6,1991
True,седан,3,полный,дизель, BMW 5 серия,190,2925000,AT,2.0,2018
True,купе,162000,задний,бензин, BMW 6 серия,228,600000,AT,3.0,2006
True,купе,193000,задний,дизель, BMW 3 серия,245,990000,AT,3.0,2008
True,седан,198000,задний,бензин, BMW 3 серия,218,520000,AT,2.5,2007
True,внедорожник,28211,полный,бензин, BMW X3,245,1550000,AT,2.0,2012
True,седан,91500,задний,дизель, BMW 3 серия,184,1060000,AT,2.0,2012
True,купе,180000,задний,бензин, BMW 3 серия,150,330000,MT,2.0,1999
True,седан,95000,задний,бензин, BMW 5 серия,184,1300000,AT,2.0,2014
True,внедорожник,3,полный,дизель, BMW X5,218,3350000,AT,3.0,2017
True,универсал,400000,задний,бензин, BMW 5 серия,150,160000,MT,2.0,1994
True,седан,47398,полный,бензин, BMW 5 серия,245,2260000,AT,2.0,2016
True,кабриолет,75000,задний,бензин, BMW Z3 M,321,2000000,MT,3.2,1997
True,внедорожник,46327,полный,дизель, BMW X3,184,1399000,AT,2.0,2014
True,универсал,30000,полный,дизель, BMW 5 серия GT,258,2500000,AT,3.0,2013
True,внедорожник,141000,полный,дизель, BMW X1,177,850000,AT,2.0,2011
True,внедорожник,70000,полный,бензин, BMW X6 M,555,1999999,AT,4.4,2012
True,внедорожник,98604,полный,дизель, BMW X5,245,1950000,AT,3.0,2013
True,внедорожник,90000,полный,дизель, BMW X5,245,1499000,AT,3.0,2011
True,хетчбэк,65000,задний,бензин, BMW 1 серия,136,649888,AT,1.6,2013
True,внедорожник,93632,полный,бензин, BMW X6 M,555,1990000,AT,4.4,2012
True,хетчбэк,120000,задний,бензин, BMW 1 серия,136,570000,MT,1.6,2012
True,внедорожник,90000,задний,бензин, BMW X1,150,849000,AT,2.0,2013
True,седан,157000,задний,бензин, BMW 3 серия,150,470000,AT,2.0,2009
True,седан,133400,задний,бензин, BMW 5 серия,204,1169000,AT,2.5,2010
True,седан,185000,полный,бензин, BMW 3 серия,218,500000,AT,2.5,2006
True,седан,80352,полный,бензин, BMW 5 серия,245,1589000,AT,2.0,2014
True,седан,403000,задний,бензин, BMW 5 серия,193,259999,AT,2.8,1998
True,хетчбэк,85900,задний,бензин, BMW 1 серия,170,650000,AT,1.6,2012
True,внедорожник,170000,полный,дизель, BMW X3,177,725000,AT,2.0,2008
True,универсал,198000,задний,дизель, BMW 3 серия,135,275990,AT,2.0,2001
True,внедорожник,120000,полный,дизель, BMW X5,235,1149500,AT,3.0,2009
True,седан,112000,полный,дизель, BMW 5 серия,258,1220000,AT,3.0,2012
True,седан,115000,задний,бензин, BMW 3 серия,136,550000,AT,2.0,2009
True,внедорожник,66100,полный,бензин, BMW X1,184,955000,AT,2.0,2013
True,лимузин,100000,полный,дизель, BMW X6,286,1700000,AT,3.5,2008
True,седан,220000,задний,бензин, BMW 5 серия,192,235000,AT,2.5,1995
True,седан,293000,задний,дизель, BMW 5 серия,184,330000,AT,3.0,2000
True,внедорожник,220000,полный,дизель, BMW X3,177,690000,MT,2.0,2008
True,универсал,280000,задний,бензин, BMW 5 серия,192,375000,AT,2.5,2001
True,внедорожник,28000,полный,бензин, BMW X3,184,2145000,AT,2.0,2016
True,внедорожник,146000,полный,дизель, BMW X6,245,1990000,AT,3.0,2013
True,внедорожник,115000,полный,бензин, BMW X6,306,1100000,AT,3.0,2008
True,купе,41000,полный,дизель, BMW X4,190,2150000,MT,2.0,2015
True,седан,187000,задний,дизель, BMW 5 серия,177,655000,AT,2.0,2009
True,седан,160000,задний,дизель, BMW 5 серия,150,550000,MT,2.0,2007
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,97000,полный,бензин, BMW X5,408,1400000,AT,4.4,2012
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
