broken,carcase,distance,drive_unit,fuel,model,power,price,transmission,volume,year
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,внедорожник,153000,полный,бензин, BMW X1,184,830000,AT,2.0,2012
True,внедорожник,128888,полный,бензин, BMW X3,218,757000,AT,2.5,2010
True,внедорожник,120000,полный,бензин, BMW X6,306,1070000,AT,3.0,2009
True,внедорожник,122000,полный,дизель, BMW X6,245,1650000,AT,3.0,2011
True,седан,357000,задний,бензин, BMW 5 серия,170,480000,MT,2.2,2004
True,купе,180000,задний,бензин, BMW 1 серия,218,760000,AT,3.0,2008
True,внедорожник,8620,полный,бензин, BMW X5 M,575,6399000,AT,4.4,2017
True,внедорожник,57000,полный,дизель, BMW X5,313,3400000,AT,3.0,2015
True,хетчбэк,173000,задний,бензин, BMW 1 серия,136,450000,AT,2.0,2007
True,внедорожник,285000,полный,дизель, BMW X5,184,640000,AT,3.0,2003
True,седан,115000,задний,бензин, BMW 5 серия,187,1030000,AT,2.0,2012
True,седан,300000,задний,бензин, BMW 3 серия,148,70000,MT,2.0,1994
True,седан,150000,задний,бензин, BMW 5 серия,205,1150000,AT,2.5,2011
True,универсал,260000,полный,дизель, BMW X5,218,750000,AT,3.0,2005
True,седан,51000,задний,бензин, BMW 5 серия,184,1420000,AT,2.0,2013
True,седан,196000,задний,бензин, BMW 3 серия,129,440000,AT,1.8,2007
True,внедорожник,72000,полный,бензин, BMW X6 M,555,1999999,AT,5.0,2012
True,хетчбэк,145000,задний,бензин, BMW 1 серия,115,515000,AT,1.6,2010
True,седан,195000,задний,бензин, BMW 3 серия,156,520000,AT,2.0,2009
True,купе,29900,полный,бензин, BMW 4 серия,184,1899000,AT,2.0,2016
True,внедорожник,170000,полный,бензин, BMW X5,231,750000,AT,3.0,2005
True,внедорожник,140000,полный,дизель, BMW X6,310,2200000,AT,3.0,2011
True,седан,145000,задний,бензин, BMW 3 серия,112,100000,MT,1.8,1996
True,седан,145000,задний,бензин, BMW 3 серия,105,220000,MT,1.6,2000
True,седан,100000,задний,дизель, BMW 3 серия,184,860000,AT,2.0,2012
True,седан,290000,задний,бензин, BMW 5 серия,128,150000,MT,2.0,1989
True,седан,355000,задний,бензин, BMW 5 серия,110,230000,AT,2.0,1997
True,седан,332000,задний,дизель, BMW 7 серия,231,620000,AT,3.0,2006
True,универсал,179000,полный,дизель, BMW X3,204,630000,AT,3.0,2005
True,внедорожник,150000,полный,дизель, BMW X6,235,1430000,AT,3.0,2009
True,седан,120000,задний,бензин, BMW 5 серия,184,1149000,AT,2.0,2012
True,седан,390000,задний,бензин, BMW 5 серия,192,353000,AT,2.5,2001
True,седан,237000,задний,бензин, BMW 3 серия,170,250000,AT,2.3,1998
True,внедорожник,114000,задний,бензин, BMW X1,150,949000,AT,2.0,2014
True,внедорожник,179000,полный,бензин, BMW X3,231,570000,AT,3.0,2004
True,хетчбэк,91000,полный,дизель, BMW X1,183,1050000,AT,2.0,2013
True,седан,42000,задний,бензин, BMW 3 серия,184,1140000,AT,2.0,2014
True,седан,3900,полный,дизель, BMW 5 серия,190,2590000,AT,2.0,2017
True,внедорожник,65000,полный,дизель, BMW X5,249,2890000,AT,3.0,2015
True,внедорожник,175000,полный,бензин, BMW X3,218,585000,AT,2.5,2007
True,седан,330000,задний,бензин, BMW 5 серия,231,500000,AT,3.0,2004
True,седан,267000,задний,бензин, BMW 7 серия,238,250000,AT,2.5,1999
True,седан,160000,задний,бензин, BMW 3 серия,258,550000,AT,3.0,2006
True,хетчбэк,79000,полный,дизель, BMW 5 серия,300,1449000,AT,3.0,2011
True,купе,139700,задний,бензин, BMW 6 серия,333,550000,AT,4.5,2004
True,седан,105000,задний,бензин, BMW 5 серия,260,1000000,AT,3.0,2011
True,седан,206753,задний,бензин, BMW 5 серия,245,345000,AT,3.5,1999
True,седан,190000,полный,бензин, BMW 7 серия,407,1200000,AT,4.4,2011
True,седан,420000,задний,бензин, BMW 5 серия,193,50000,MT,2.5,1990
True,хетчбэк,97000,задний,бензин, BMW 1 серия,116,529000,AT,1.6,2011
True,седан,135000,задний,бензин, BMW 3 серия,156,540000,AT,2.0,2008
True,седан,290000,задний,бензин, BMW 5 серия,170,280000,MT,2.5,2000
True,седан,100000,задний,бензин, BMW 3 серия,149,920000,AT,1.6,2014
True,внедорожник,122000,полный,дизель, BMW X3,184,1190000,AT,2.0,2010
True,внедорожник,194000,полный,дизель, BMW X1,204,900000,AT,2.0,2011
True,внедорожник,141000,полный,бензин, BMW X3,160,750000,AT,2.5,2009
True,седан,280000,задний,бензин, BMW 5 серия,231,325000,MT,3.0,2002
True,кабриолет,131000,задний,бензин, BMW 3 серия,218,875000,AT,3.0,2008
True,седан,1372,полный,дизель, BMW 5 серия,190,2556000,AT,2.0,2017
True,седан,100200,задний,бензин, BMW 5 серия,258,1150000,AT,3.0,2011
True,внедорожник,87926,полный,бензин, BMW X6,306,1250000,AT,3.0,2011
True,седан,195000,задний,бензин, BMW 5 серия,256,1150000,AT,2.8,2011
True,внедорожник,149000,полный,дизель, BMW X6,235,1249000,AT,3.0,2009
True,купе,51900,задний,дизель, BMW 4 серия,184,1419000,AT,2.0,2013
True,внедорожник,228500,полный,бензин, BMW X5,225,650000,AT,3.0,2004
True,внедорожник,260000,полный,бензин, BMW X3,192,480000,AT,2.5,2004
True,седан,317260,задний,бензин, BMW 5 серия,245,360000,AT,3.5,2000
True,седан,212000,полный,дизель, BMW 5 серия,235,800000,AT,3.0,2008
True,внедорожник,37849,полный,бензин, BMW X5,306,2630000,AT,3.0,2015
True,седан,300000,задний,бензин, BMW 5 серия,170,300000,AT,2.2,2001
True,универсал,295000,задний,дизель, BMW 5 серия,174,690000,AT,2.0,2008
True,седан,415000,задний,бензин, BMW 5 серия,170,260000,MT,2.3,1998
True,седан,48335,задний,бензин, BMW 3 серия,190,1450000,AT,2.0,2016
True,седан,300000,задний,дизель, BMW 5 серия,250,300000,MT,2.5,2000
True,седан,103000,задний,бензин, BMW 3 серия,136,525000,AT,2.0,2007
True,купе,78000,задний,дизель, BMW 6 серия,313,1899000,AT,3.0,2012
True,универсал,370000,задний,дизель, BMW 5 серия,186,310000,MT,2.5,2001
True,хетчбэк,101000,задний,бензин, BMW 1 серия,170,810000,AT,1.8,2012
True,седан,316000,задний,дизель, BMW 7 серия,184,380000,AT,3.0,1999
True,внедорожник,90000,полный,бензин, BMW X6,408,2180000,AT,4.4,2013
True,внедорожник,200000,полный,бензин, BMW X5,230,457000,AT,3.0,2004
True,внедорожник,101407,полный,дизель, BMW X1,204,950000,AT,2.0,2011
True,седан,280000,задний,бензин, BMW 3 серия,105,240000,MT,1.9,2000
True,внедорожник,86000,полный,бензин, BMW X6 M,555,1940000,AT,4.4,2013
True,универсал,123000,полный,дизель, BMW X5,235,1250000,AT,3.0,2009
True,седан,230000,задний,бензин, BMW 3 серия,218,490000,AT,2.5,2006
True,седан,74000,задний,бензин, BMW 3 серия,136,999900,AT,1.6,2014
True,внедорожник,61000,полный,бензин, BMW X6 M,555,2199000,AT,4.4,2013
True,хетчбэк,133000,передний,бензин, BMW X6,306,1100000,AT,3.0,2008
True,седан,200000,передний,бензин, BMW 3 серия,99,35000,MT,1.6,1992
True,седан,22298,полный,бензин, BMW 7 серия,450,5080000,AT,4.4,2015
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,110000,задний,бензин, BMW 3 серия,245,1000000,AT,2.8,2013
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,седан,234000,задний,бензин, BMW 5 серия,235,289700,AT,3.5,1998
True,хетчбэк,93000,задний,бензин, BMW 1 серия,136,795000,AT,1.6,2013
True,внедорожник,405000,полный,бензин, BMW X5,225,590000,AT,3.0,2005
True,внедорожник,225000,полный,бензин, BMW X5,231,530000,AT,3.0,2005
True,внедорожник,175450,полный,бензин, BMW X5,231,760000,AT,3.0,2004
True,хетчбэк,150000,задний,бензин, BMW 1 серия,116,450000,AT,1.6,2011
True,купе,157000,задний,дизель, BMW 3 серия,286,850000,AT,3.0,2008
True,внедорожник,40700,полный,дизель, BMW X5,249,3400000,AT,3.0,2016
True,купе,39000,задний,бензин, BMW M6,560,3400000,MT,4.4,2012
True,седан,155000,задний,бензин, BMW 7 серия,360,530000,AT,4.8,2005
True,внедорожник,109000,полный,бензин, BMW X5,355,800000,AT,4.8,2008
True,седан,164211,задний,бензин, BMW 5 серия,184,990000,AT,2.0,2012
True,внедорожник,251000,полный,дизель, BMW X5,218,735000,AT,3.0,2005
True,купе,155000,задний,дизель, BMW 1 серия,143,550000,MT,1.8,2010
True,седан,300000,задний,бензин, BMW 7 серия,286,320000,AT,4.4,2000
True,внедорожник,75000,задний,бензин, BMW X1,150,850000,AT,2.0,2013
True,седан,15000,задний,бензин, BMW 5 серия,235,180000,AT,3.5,1998
True,седан,400000,задний,бензин, BMW 5 серия,192,180000,MT,2.5,1992
True,седан,290000,задний,бензин, BMW 3 серия,170,320000,MT,2.5,2000
True,седан,220000,задний,бензин, BMW 3 серия,150,180000,AT,2.0,2004
True,седан,191500,задний,бензин, BMW 5 серия,193,390000,AT,2.8,1999
True,внедорожник,116000,полный,дизель, BMW X3,249,1520000,AT,3.0,2013
True,хетчбэк,75000,задний,бензин, BMW 1 серия,136,649000,AT,1.6,2012
True,купе,35000,полный,бензин, BMW 6 серия,320,2800000,AT,3.0,2014
True,седан,366404,задний,бензин, BMW 5 серия,170,349000,AT,2.5,1998
True,седан,75000,полный,дизель, BMW 3 серия,184,1280000,AT,2.0,2013
True,седан,265000,задний,бензин, BMW 5 серия,192,370000,AT,2.5,2001
True,купе,250000,задний,бензин, BMW 3 серия,150,390000,MT,2.3,1982
True,внедорожник,230000,полный,бензин, BMW X5,347,600000,AT,4.6,2001
True,седан,257000,задний,бензин, BMW 5 серия,190,350000,AT,2.5,2004
True,седан,115000,задний,бензин, BMW 3 серия,136,647000,AT,2.0,2011
True,седан,290000,задний,бензин, BMW 7 серия,394,430000,AT,4.8,2006
True,внедорожник,175000,полный,дизель, BMW X5,286,1380000,AT,3.5,2008
True,внедорожник,10000,полный,бензин, BMW X6,306,350000,AT,3.0,2013
True,седан,100000,полный,бензин, BMW 3 серия,184,1850000,AT,2.0,2016
True,седан,50000,задний,дизель, BMW 5 серия,230,1745000,AT,2.0,2015
True,внедорожник,170000,полный,дизель, BMW X6,235,1600000,AT,3.0,2008
True,седан,240000,задний,бензин, BMW 5 серия,150,269000,MT,2.0,1998
True,внедорожник,89300,полный,бензин, BMW X6,306,1600000,AT,3.0,2011
True,седан,151000,задний,дизель, BMW 3 серия,184,1100000,AT,2.0,2012
True,седан,294000,задний,бензин, BMW 5 серия,116,130000,MT,1.8,1995
True,седан,270000,задний,бензин, BMW 5 серия,193,120000,MT,2.8,1996
True,внедорожник,210000,полный,бензин, BMW X5,264,670000,AT,3.0,2007
True,седан,274000,задний,бензин, BMW 3 серия,105,180000,MT,1.6,1999
True,универсал,91200,полный,бензин, BMW X6,407,1097000,AT,4.4,2008
True,седан,200000,задний,бензин, BMW 3 серия,143,580000,AT,2.0,2009
True,седан,300000,задний,бензин, BMW 3 серия,113,145000,MT,1.8,1992
True,внедорожник,170000,полный,бензин, BMW X5,225,630000,AT,3.0,2002
True,седан,243000,полный,бензин, BMW 5 серия,272,610000,AT,3.0,2008
True,купе,81000,задний,дизель, BMW 6 серия,313,2150000,AT,3.0,2011
True,внедорожник,120000,полный,бензин, BMW X3,218,629500,AT,2.5,2008
True,седан,490000,задний,бензин, BMW 5 серия,192,100000,AT,2.5,1992
True,седан,132000,полный,дизель, BMW 3 серия,184,1120000,AT,2.0,2013
True,внедорожник,78000,полный,дизель, BMW X3,249,1399000,AT,3.0,2012
True,хетчбэк,120000,задний,бензин, BMW X1,150,760000,AT,2.0,2013
True,хетчбэк,144000,задний,бензин, BMW 1 серия,136,650000,AT,1.6,2012
True,седан,460,задний,бензин, BMW 3 серия,99,40000,MT,1.6,1994
True,внедорожник,180000,полный,бензин, BMW X5,225,500000,AT,3.0,2002
True,купе,95000,задний,бензин, BMW 3 серия,156,729999,AT,2.0,2011
True,купе,100000,задний,бензин, BMW 1M,340,1700000,MT,3.0,2011
True,седан,230000,задний,бензин, BMW 5 серия,192,130000,AT,2.5,1991
True,внедорожник,187000,полный,дизель, BMW X5,235,1380000,AT,3.0,2010
True,седан,205000,задний,бензин, BMW 3 серия,150,255000,MT,2.0,2000
True,универсал,163000,задний,дизель, BMW 5 серия,177,670000,MT,2.0,2008
True,седан,216000,задний,бензин, BMW 3 серия,143,240000,AT,2.0,2002
True,седан,115000,задний,бензин, BMW 3 серия,136,635000,AT,2.0,2011
True,седан,200000,задний,дизель, BMW 7 серия,245,1250000,AT,3.0,2010
True,седан,126000,задний,бензин, BMW 7 серия,407,1050000,AT,4.4,2009
True,седан,80000,задний,бензин, BMW 3 серия,136,1049000,AT,1.6,2013
True,хетчбэк,120000,задний,бензин, BMW 1 серия,115,425000,AT,1.6,2009
True,седан,135000,полный,бензин, BMW 5 серия,260,620000,AT,3.0,2007
True,седан,77000,задний,бензин, BMW 7 серия,407,1190000,AT,4.4,2010
True,купе,165000,задний,дизель, BMW 1 серия,178,650000,AT,2.0,2008
True,седан,87000,задний,бензин, BMW 5 серия,184,1390000,AT,2.0,2014
True,универсал,148000,полный,дизель, BMW 5 серия GT,245,1500000,AT,3.0,2011
True,седан,125000,задний,дизель, BMW 5 серия,184,1105000,AT,2.0,2012
True,седан,30380,полный,бензин, BMW 3 серия,184,1380000,AT,2.0,2014
True,седан,137000,задний,бензин, BMW 3 серия,136,600000,AT,1.8,2011
True,внедорожник,233000,полный,дизель, BMW X5,235,899000,AT,3.0,2007
True,седан,254000,полный,бензин, BMW 5 серия,258,475000,AT,3.0,2005
True,внедорожник,138000,полный,бензин, BMW X5 M,554,1600000,AT,4.4,2011
True,седан,180000,задний,бензин, BMW 3 серия,218,555000,AT,2.5,2006
True,купе,130000,задний,бензин, BMW 6 серия,367,780000,AT,4.8,2007
True,седан,218000,задний,бензин, BMW 5 серия,231,525000,AT,3.0,2004
True,седан,142000,задний,бензин, BMW 5 серия,156,680000,AT,2.0,2008
True,седан,73000,задний,бензин, BMW 5 серия,258,1250000,AT,3.0,2011
True,седан,82000,задний,дизель, BMW 3 серия,184,990000,AT,2.0,2012
True,седан,73000,задний,бензин, BMW 5 серия,258,1250000,AT,3.0,2011
True,купе,179600,задний,бензин, BMW 3 серия,154,600000,AT,2.0,2008
True,внедорожник,60000,полный,бензин, BMW X5,355,1200000,AT,4.8,2007
True,седан,52100,задний,дизель, BMW 5 серия,190,1800000,AT,2.0,2016
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,110000,задний,бензин, BMW 3 серия,245,1000000,AT,2.8,2013
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
True,универсал,375000,полный,бензин, BMW X5,231,485000,AT,3.0,2001
True,седан,128000,полный,бензин, BMW 5 серия,272,750000,AT,3.0,2007
True,внедорожник,102000,полный,бензин, BMW X5,306,1290000,AT,3.0,2011
True,универсал,269000,полный,бензин, BMW X5,231,700000,AT,3.0,2005
True,седан,135000,задний,бензин, BMW 5 серия,218,539000,AT,2.5,2006
True,внедорожник,81000,передний,бензин, BMW X1,150,659000,AT,2.0,2012
True,седан,200000,задний,бензин, BMW 5 серия,120,50000,MT,2.0,1992
True,универсал,226000,задний,бензин, BMW 5 серия,218,605000,AT,2.5,2007
True,седан,145000,полный,бензин, BMW 7 серия,407,1049000,AT,4.4,2011
True,внедорожник,202000,полный,дизель, BMW X3,177,859000,AT,2.0,2010
True,седан,260000,задний,дизель, BMW 7 серия,231,699000,AT,3.0,2007
True,седан,300000,задний,бензин, BMW 7 серия,235,50000,AT,3.5,1997
True,внедорожник,161000,полный,дизель, BMW X5,265,1075000,AT,3.0,2009
True,седан,217000,задний,бензин, BMW 7 серия,286,365000,AT,4.4,1998
True,купе,345443,задний,бензин, BMW 3 серия,150,250000,MT,2.0,1999
True,внедорожник,187987,полный,бензин, BMW X5,286,329000,AT,4.4,2000
True,хетчбэк,110000,задний,бензин, BMW 1 серия,136,699000,AT,1.6,2012
True,седан,205000,задний,бензин, BMW 5 серия,150,275000,MT,2.0,1991
True,универсал,72000,полный,дизель, BMW X6,245,2599000,AT,3.0,2012
True,внедорожник,49500,полный,дизель, BMW X6,245,2575000,AT,3.0,2012
True,седан,45000,полный,дизель, BMW 7 серия,265,4200000,AT,3.0,2016
True,внедорожник,236000,полный,дизель, BMW X5,235,1099000,AT,3.0,2009
True,универсал,140000,полный,дизель, BMW X1,177,780000,AT,2.0,2010
True,седан,158000,полный,бензин, BMW 7 серия,407,1150000,AT,4.4,2011
True,седан,110000,задний,бензин, BMW 3 серия,245,1000000,AT,2.8,2013
True,седан,21630,полный,дизель, BMW 7 серия,265,4400000,AT,3.0,2017
True,седан,130000,задний,бензин, BMW 5 серия,204,800000,AT,2.5,2010
True,седан,95698,задний,дизель, BMW 3 серия,184,964000,AT,2.0,2012
True,внедорожник,44000,полный,бензин, BMW X6,306,1500000,AT,3.0,2011
True,внедорожник,180000,полный,бензин, BMW X6,306,1040000,AT,3.0,2008
True,хетчбэк,150000,задний,бензин, BMW 1 серия,136,555000,MT,1.6,2011
True,хетчбэк,118000,задний,бензин, BMW 1 серия,116,520000,AT,1.6,2011
True,внедорожник,53000,полный,бензин, BMW X6,306,1847000,AT,3.0,2012
True,внедорожник,272500,полный,бензин, BMW X5,285,280000,AT,4.4,2000
True,седан,250000,задний,дизель, BMW 5 серия,272,550000,AT,3.5,2006
True,хетчбэк,107100,задний,бензин, BMW 1 серия,116,440000,AT,1.6,2008
True,седан,280000,задний,бензин, BMW 5 серия,170,260000,MT,2.5,1999
True,внедорожник,261000,полный,дизель, BMW X5,218,620000,AT,3.0,2004
True,седан,103000,полный,дизель, BMW 5 серия,258,1499000,AT,3.0,2012
True,внедорожник,223000,полный,бензин, BMW X5,320,685000,AT,4.4,2005
True,купе,102000,задний,бензин, BMW 4 серия,184,1599000,AT,2.0,2014
True,седан,95000,задний,бензин, BMW 3 серия,136,1000000,AT,1.6,2014
True,седан,177000,задний,бензин, BMW 5 серия,218,560000,AT,2.5,2008
True,внедорожник,174000,задний,бензин, BMW X1,150,630000,AT,2.0,2011
True,седан,85000,задний,бензин, BMW 5 серия,180,1199000,AT,1.8,2013
True,седан,190000,задний,бензин, BMW 3 серия,125,100000,MT,1.8,1998
True,купе,200000,задний,бензин, BMW 3 серия,193,150000,MT,2.8,1999
True,универсал,360000,полный,бензин, BMW X5,231,416000,AT,3.0,2002
True,внедорожник,20700,полный,дизель, BMW X5,249,3150000,AT,3.0,2014
